,text,hashtags_count
626,"Covid-19 in Malaysia: What happened? And what lies ahead in 2021? â€“ Dr Lim Teck OnnCovid-19 in Malaysia: What happened? And what lies ahead in 2021? â€“ Dr Lim Teck Onn
It is time to take stock of our situation and see how we, individually, and how our government, representing us collectively, can progress
thevibes.com",0
627,movement of COVID-19 cases registered for a period of 14 days (15 December to 28 December 2020) according to the district of Selangor. https://facebook.com/jknselangor/posts/3552792464805159â€¦ #COVID19 #Elak3SAmal3W #BersamaHentikanWabakCOVID19 #SihatMilikSelangor,4
628,"Selangor Journal | IGP: Police checks, monitoring in public areas to increase following rise in Covid-19 cases https://selangorjournal.my/2020/12/igp-police-checks-monitoring-in-public-areas-to-increase-following-rise-in-covid-19-cases/?utm_source=dlvr.it&utm_medium=twitterâ€¦",0
629,"2. He adds, KKM is mulling the possibility of allowing asymptomatic Covid-19 patients to quarantine themselves at home. However several factors have to be considered before a decision is made.",0
630,"1. Health DG Dr Noor Hisham assures, the current delay in transferring Covid-19 patients to hospitals is mainly due to logistical issues, and not because hospitals are at full capacity.Quote Tweet
BFM News
@NewsBFM
 Â· Dec 28, 2020
1. The Malay Mail reports that Health DG Dr Noor Hisham has advised those who have tested positive for Covid-19 but are asymptomatic, to isolate at home as they may not be taken to hospitals immediately, due to the number of cases and logistics issues in transporting patients.
Show this thread",0
631,"Avoid COVID-19, Police will ensure that civilians comply with SOPs in public places #onenews #COVID19Elak COVID-19 outbreak, Police will keep civilians soP compliant in public places - OneNews Regular inspections and monitoring will be made to ensure sops in public places in conjunction with year-end holidays and festive seasons, observed by the public. That's obviously the Inspector-General of Police, Tan Sri... onenews.my",2
632,"Selcare exists a screening #Covid19, faster results https://selangorkini.my/2020/12/selcare-wujud-makmal-saringan-covid-19-keputusan-lebih-pantas/?utm_source=dlvr.it&utm_medium=twitterâ€¦",1
633,"COVID-19: 1,594 new cases, three deaths recordedCOVID-19: 1,594 new cases, three deaths were recorded #ICYMI #BuletinBernama total of 1,594 new daily cases of COVID-19 and three deaths were recorded in Malaysia on Monday with Selangor continuing to record... facebook.com",2
634,"MoH Press Statement Situation During COVID-19 Infection in Malaysia | Dec 28, 2020 3/3",0
635,morning chat with @azmanrocks school regrets in hospital closed because of Covid-19. Teachers are temporarily placed full-time in daily school. We will be given a letter of placement without an expiration date. So it may be closed until Covid-19 is not deserted.,0
636,#PKPB managed to contagion #COVID-19 - Tan Sri Dr Noor Hisham https://bernama.com/bm/news.php?id=1916624#.X-p4i4EuQt8.twitterâ€¦,2
637,Education [Infographic] The #COVID-19 (As at 28 Dec 2020),1
638,"#sportsbuzz Everton's Premier League match against Manchester City was postponed after an increase in cases of #COVID-19 in the travelling side's squadClub statement
Manchester City FC can confirm that this eveningâ€™s Premier League fixture at Everton has been postponed.
mancity.com",2
639,"#globalbuzz The death toll stands at 13,994, with 9,441 confirmed COVID-19 deaths and 4,553 deaths suspected of being the virus related, but not verified through testing.",1
640,Latest STATISTICS OF COVID-19 until 28 December 2020. Together we stem the spread of COVID-19 by following the advice and directions of MKN and MOH. Take care of the alignment and reduce face-to-face interactions. #DOSM #Banci2020 #MenghitungMalaysia #MyCensus2020 #KPDOSM,5
641,"Get well soon Gabriel 
@biel_m04
. #COVID19 #StaySafe
#Arsenal #COYG #Gunners #WeAreTheArsenal",6
642,Assalamualaikum and greetings of 2020 are disaprating for everything sure throughout 2020 many leaving a thousand memories of the road matching covid-19 face while currently working to disconnect the covid-19 network as we pray,0
643,"The government is advising asymptomatic Covid-19 patients to self-isolate at home, rather than come to the hospital. 

What do you think is the biggest challenge to effective home quarantine measures? #BFMPoll #MorningRunCrowded home space
25.1%
Unclear guidelines
30.2%
Lack of enforcement
39.7%
Other (tell us)
5%
179 votes
Â·
Final results",2
644,"#Repost 
@onenewsonline
â€¢ â€¢ â€¢ â€¢ â€¢ â€¢
Status terkini #covid_19

#onenews #kitajagakita #kitajagakita https://instagram.com/p/CJXAC2XBOuI/?igshid=jk3fhjx260szâ€¦",5
645,The Covid-19 trend in Selangor is expected to continue until mid-2021Trend Covid-19 in Selangor expected to continue until mid-2021 | The Malaysian Insight The head of the Selangor Covid-19 Special Task Force said the current increase in cases was due to compulsory screening on foreign workers. themalaysianinsight.com,0
646,"Selangorâ€™s Covid-19 trend likely to last until mid-2021Selangorâ€™s Covid-19 trend likely to last until mid-2021 | The Malaysian Insight
State task force chief says current increase in cases due to screening of foreign workers.
themalaysianinsight.com",0
647,United we firmly control the contagion of COVID19. We can afford to do it together. #SMARTTunnel #SMARTshares #1stdualpurposetunnelintheworld #BersamaCegahCovid,4
648,"Replying to 
@JoeBidenFight the COVID19 is the first task.",0
649,"28/12-after that goes Rest Ketapang buy bad wrap for kids. After going to Laman Mazmida discuss you want to make a wedding ceremony of Helmi pd 13/6/20 in the hope of covid-19 and the substitute of that time. The invitation of 500 org costs RM16,000.00 all in except goodies and cameraman to be self-imposed. OK lah in moderation only. 11am-4pm.",0
650,0200h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
651,"Lah selangor pkpb lagi ke ? Ingatkan dah lama tamat sbb semua steady je merayap sana-sini macam tak ada covid 19Quote Tweet
KKMalaysia
@KKMPutrajaya
 Â· Dec 28, 2020
PKPB seluruh Selangor dilanjutkan sehingga 14 Januari 2021.
Show this thread",0
652,"#CMCO 2.0, day 75.

No person is an island.

#covid19 #reflection #landscape #nature #outdoor https://instagram.com/p/CJWU5gMpqzD/?igshid=18mf8tdkz58s8â€¦",6
653,"DEFERRED AS A RESULT OF COVID 19 Moga all simplified affairs #mancitymas #mancityOSC #MCSCMalaysia @ Kuala Lumpur, Malaysia https://instagram.com/p/CJWU3GGM9sV/?igshid=17r3n1hnlvrnuâ€¦",3
654,"Sun, 27 Dec 2020 â€¢ 9:06 pm
Dessert after #Sunday dinner.
#COVID19 #COVIDãƒ¼19 
#RakyatJagaRakyat #CMCO211220to311220",5
655,"Soccer-Everton's home game against Man City postponed due to COVID-19 cases
https://thestar.com.my/sport/football/2020/12/29/soccer-everton039s-home-game-against-man-city-postponed-due-to-covid-19-casesâ€¦Soccer-Everton's home game against Man City postponed due to COVID-19 cases
(Reuters) - Everton's Premier League soccer match at home to Manchester City on Monday has been called off due to fresh COVID-19 cases reported at City, the clubs announced.
thestar.com.my",0
656,all city players to COVID-19 bhai,0
657,"my fellow Bangsa Malaysia my humble request to you all FOLLOW S.O.P. Covid-19 NO NEW YEAR CELEBRATIONS PLEASE AVOID PUBLIC GATHERINGS & SHOPPING CENTERS **Many Say, It Can Get Worse We Take Care of Us #COVID19 #PRU15 #Malaysia #Malaysian #Malaysians #PakatanHarapan",6
658,"Consumers increasingly buy insurance digitally without a broker, and as a result expect insurers to explain their products simply. Understanding and using customersâ€™ language now matters more than ever.  Read iptiQ's Dan Middleton blog.Lost in translation: An Australian life insurance story
To be able to serve our customers well, we need to understand how they think, what their preferences are, and how they behave. However, in the past, getting these sorts of insights has often been an...
swissre.smh.re",0
659,"Ismail Sabri said the CMCO extension was decided due to the high number of COVID-19 cases in the areas. Bulk of the new cases are from the Klang Valley.CMCO for Sabah, KL and Selangor extended until 14 January 2021
Ismail Sabri said the CMCO extension was decided due to the high number of COVID-19 cases in the areas. Bulk of the new cases are from the Klang Valley.
soyacincau.com",0
660,reason we CAN afford not a condition for cases continues to increase every day. The reason MAMPU is that we should continue to take care of each other and try to empty the number of COVID19KKM patients belonging to the ability of COVID-19 patients | Daily News PUTRAJAYA: The Ministry of Health (MOH) assures they have sufficient resources including the capacity to perform COVID-19 testing and beds in hospitals to house verified individuals. bharian.com.my,0
661,"total positive covid-19 case in the United States is now approaching 20 million cases with 140 thousand cases reported yesterday. With the contagion of a new variant, South Africa today became the newest country with a positive number of cases in over 1 million cases.",0
662,"of 28 December 2020, the cumulative total of COVID-19 reached 81.19 million cases. This follows an increase of over 430 thousand cases since yesterday. The casualty figure as a result of COVID-19 increased to 1.77 million cases, an increase of over 7 thousand cases.",0
663,"Police tighten restrictions at Pondok Daril Naim after COVID-19 cases detected 

https://bernama.com/en/general/news.php?id=1916649#.X-n1qDlQLvU.twitterâ€¦ 
@PDRMsia",0
664,Thailand paints another death https://bernama.com/bm/dunia/news.php?id=1916646#.X-n1NK4Omdw.twitterâ€¦,0
665,"Status #COVID19, 28 Dec 2020 Cured cases=1,181 Total cured cases=85,592 cases New case positive=1,594 cases (1,591 local, 3 imports) Total positive=106,690 cases Death case=3 Total death cases=455 cases Cases treated in ICU=116 cases Respiratory Aids=53 cases",1
666,Positive individuals asked to be patient while taken to hospital - KP Health https://bernama.com/bm/am/news.php?id=1916635#.X-nn213XbFA.twitterâ€¦ @DGHisham @KKMPutrajaya,0
667,"COVID-19: Operation Jala to be launched in Sarawak, says Uggah 

https://bernama.com/en/general/news.php?id=1916638#.X-nnRNwvqU4.twitterâ€¦",0
668,"Sâ€™gor hospital bed occupancy for Covid-19 patients now at 81%: Noor HishamSâ€™gor hospital bed occupancy for Covid-19 patients now at 81%: Noor Hisham
There is still room to quarantine patients, says health director-general
thevibes.com",0
669,Positive Individuals #Covid19 need to be temporarily patience to https://selangorkini.my/2020/12/individu-positif-covid-19-perlu-sabar-sementara-ke-hospital/?utm_source=dlvr.it&utm_medium=twitterâ hospital ¦,1
670,"implementation of the Conditional Movement Control Order (MCO) has succeeded in stemming the spread of COVID-19 in the country, said Health Director-General Tan Sri Dr Noor Hisham Abdullah.PKPB successfully curbed the spread of COVID-19 - Dr Noor Hisham PUTRAJAYA, Dec 28 -- The implementation of the Conditional Movement Control Order (MCO) has succeeded in stemming the spread of COVID-19 in the country, said The Director General of Kesih bernama.com",0
671,Delivery Focus : COVID-19 Chain Breaking Campaign Implementation of Conditional Movement Control Order (MCO) #IOW #KomunikasiKita #PKPB #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL,11
672,succeeds in covid-19 transmission - Dr Noor Hisham https://bernama.com/bm/news.php?id=1916624#.X-nazLrZPGM.twitterâ€¦ @DGHisham @KKMPutrajaya,0
673,of HEALTH: PKPB succeeds in contagion #Covid19 https://selangorkini.my/2020/12/kp-kesihatan-pkpb-berjaya-kekang-penularan-covid-19/?utm_source=dlvr.it&utm_medium=twitterâ€¦,1
674,to @aemieruls_RM100 We haven't won. Do not be complacent and together we control the contagion of the COVID-19 pandemic.,0
675,"Police to increase checks, monitoring of public areas as Covid-19 cases rise, says IGP
https://thestar.com.my/news/nation/2020/12/28/police-to-increase-checks-monitoring-of-public-areas-as-covid-19-cases-rise-says-igpâ€¦Police to increase checks, monitoring of public areas as Covid-19 cases rise, says IGP
KUALA LUMPUR (Bernama): The police will step up checks and closely monitor compliance with the standard operating procedures (SOPs) in public areas following a rise in COVID-19 cases, says Tan Sri...
thestar.com.my",0
676,"Police to increase checks, monitoring of public areas as Covid-19 cases rise - IGPPolice to increase checks, monitoring of public areas as Covid-19 cases rise - IGP
KUALA LUMPUR: The Royal Malaysia Police (PDRM) will step up checks and closely monitor compliance of the standard operating procedures (SOPs) in publi...
thesundaily.my",0
677,"Beginning Jan 1 to 14, Indonesia re-blocked the influx of foreign nationals to the republic to stem the spread of COVID-19 - Foreign Minister Retno Marsud",0
678,"#stupidity is primitive
It doesn't have a variety
It keeps repeating itself

Unity with #racists is a catastrophe in the making

Restore #RuleOfLaw

#RemoveTrumpNow

#Trump #TraitorsSupportTraitorTrump #TrumpIsACriminal #StimulusBill #nashvillebombing #TrumpVirus #COVID19 #ResistGIF",12
679,"On the advice and risk assessment of MOH, MCO is extended due to the increase in positive COVID-19 cases in 3 states. @IsmailSabri60 @KKMPutrajaya @MKNJPM #AirTimes #KKM #PKPB #SOP #COVID19PKPB in Selangor, KL and Sabah extended until January 14 KUALA LUMPUR, Dec 28, â€"" Conditional Movement Control Order (MCO) in Selangor, Kuala Lumpur and Sabah was extended to 14 January 2021. Senior Minister of Defence, Datuk Seri Ismail Sabri Yaakoâ€¦ airtimes.my",5
680,"COVID-19: 1,181 cases cured today (Dec 28), 116 treated in ICU - KP Health",0
681,new COVID-19 clusters detected today (28 Dec) - KP Health,0
682,"COVID-19: 1,594 new cases and three deaths recorded today (28 Dec) - KP Health",0
683,Replying to @dochelmy and and @KKMPutrajayaMaybe itâ€™s PRECISELY because of the inept handling of Covid19 and the massive labeling corruption that these things are being played up,0
684,"An SOP on the management of international students who have been allowed to return to the campus of the country, should be provided. #onenews #PKPB #covid19SOP on international student management should be provided - OneNews An SOP on the management of international students who have been allowed to return to the campus of the country, should be provided. The move is to facilitate the administration of the university and to avoid... onenews.my",3
685,Alhamdulillah thanks to God in 2020 approaching the cover of his curtain I am sure of 2020 leaving very beautiful memories hopefully the presence of 2021 and the new spirit and Azam together we work together to break the chain of covid-19 infection,0
686,"Covid-19: Five new clusters detected today - Health DGCovid-19: Five new clusters detected today - Health DG
PUTRAJAYA: The Health Ministry (MOH) identified five new Covid-19 clusters in Kuala Lumpur, Perak, Johor, Kelantan and Putrajaya today, and four of th...
thesundaily.my",0
687,#COVID19Malaysia : 14-day movement of COVID-19 cases by parliament in Kuala Lumpur &amp; Putrajaya (15 December to 28 December 2020) #KualaLumpur #Putrajaya #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKLKKMalaysia and 2 others,11
688,"About 89% of Covid-19 patients in M'sia asymptomatic, show mild symptoms, hospital beds still available, says Dr Noor Hisham
https://thestar.com.my/news/nation/2020/12/28/about-89-of-covid-19-patients-in-m039sia-asymptomatic-show-mild-symptoms-hospital-beds-still-available-says-dr-noor-hishamâ€¦About 89% of Covid-19 patients in M'sia asymptomatic, show mild symptoms, hospital beds still...
PETALING JAYA: Around 89% of Covid-19 patients in Malaysia are asymptomatic or showing mild symptoms, says Tan Sri Dr Noor Hisham Abdullah.
thestar.com.my",0
689,"Covid-19: All districts in S'gor now red zones, says Health Ministry
https://thestar.com.my/news/nation/2020/12/28/covid-19-all-districts-in-s039gor-now-red-zones-says-health-ministryâ€¦Covid-19: All districts in S'gor now red zones, says Health Ministry
PUTRAJAYA: All nine districts in Selangor have become Covid-19 red zones as of Monday (Dec 28).
thestar.com.my",0
690,"Replying to 
@tiotheo01I don't want others to get Covid19.",0
691,Infographic: Latest COVID-19 Situation (As at 28 Dec 2020),0
692,"5 new clusters of Covid-19 have been identified today involving several areas in the Federal Territory of Kuala Lumpur and Putrajaya, Perak, Johor and Kelantan. @KKMPutrajaya https://facebook.com/onenewsonlineofficial/photos/a.292439440888752/2335021416630534/â€¦ #onenews #covid19 #KitaJagaKita",3
693,"Latest Status #COVID19, 28 Dec 2020 Cured cases=1,181 Total cured cases=85,592 cases New case positive=1,594 cases (1,591 local, 3 imports) Total positive=106,690 cases Death case=3 Total death cases=455 cases Resources: @KKMPutrajaya #KoolFM #kkm #kitamestimenang",4
694,"Replying to 
@DrDzulIt's more abt human resources. Our frontliners at KKM are now overwhelmed & some are inflected with Covid19. Today DG released the data on hospital capacities but what abt human resources ie. frontliners well being? 

Do they hv enough rest (per wk) & sleep (per day) since PKP?",0
695,"The garages made a live online report from Wuhan the issue of #covid19 nearly a year ago, a female journalist of local citizens in a 4-year prison. Zhang Zhan, 37, is accused of 'starting a fight and provoking provocations. ' #onenews #wuhan #covid19",4
696,"What if CMCO never stop in January 2021 ?
School still can go ? 

#selangor #kotakemuning #subang #cmco #COVID19",5
697,: Five new clusters detected today - KP Health https://bernama.com/bm/news.php?id=1916573#.X-nCXunoMbU.twitterâ€¦ @DGHisham @KKMPutrajaya,0
698,"who fail to bring their migrant workers undergo COVID-19 screening tests face off with one of two actions beginning next January 1. They can be compounded at RM1,000 or court.",0
699,case bed capacity in central Region Data as at 28 December 2020 @ 6.00 am (Cheras Rehabilitation Hospital will be used if necessary for citizen patients only),0
700,"Pharmaniaga is ready to distribute Covid-19 vaccines which are expected to be ready by the first quarter of 2021.

Group MD Zulkarnain Eusope says a team of 400 personnel skilled in logistics and distribution is set up in 5 godowns located in Selangor, Penang, Sabah and Sarawak.",0
701,Selangor'#Covid19 daily case rises almost twice as much https://selangorkini.my/2020/12/kes-harian-covid-19-selangor-naik-hampir-dua-kali-ganda/?utm_source=dlvr.it&utm_medium=twitterâ€¦,0
702,Selangor'#Covid19 daily case rises almost twice as much https://selangorkini.my/2020/12/kes-harian-covid-19-selangor-naik-hampir-dua-kali-ganda/?utm_source=dlvr.it&utm_medium=twitterâ€¦,0
703,"reports 1,594 new cases, five more clusters https://selangorkini.my/2020/12/covid-19-lapor-1594-kes-baharu-lima-lagi-kluster/?utm_source=dlvr.it&utm_medium=twitterâ€¦",0
704,"Malaysia has 20,643 active COVID-19 cases that are receiving treatment. There are 5 new clusters identified today.COVID-19: 1,594 new cases today, 900 reported in the Klang Valley
Malaysia has 20,643 active COVID-19 cases that are receiving treatment. There are 5 new clusters identified today.
soyacincau.com",0
705,"Case November 28, 2020 | 1,594 new cases, 3 deaths https://youtube.com/watch?v=U99QK2-FRGw&utm_source=dlvr.it&utm_medium=twitter&utm_campaign=msianinsightâ €¦",0
706,"I know of a 80+ years old lady with a fractured leg last week that had her operation postponed at GH because of COVID-19.

What happened to the people who keep screaming every single lives matters?Quote Tweet
keirawally
@keirawally
 Â· Dec 28, 2020
Replying to @_Kheri_ and @DGHisham
I know first hand of people who were hauled away in ambulance and taken to the Sg Buloh Hospital when they exhibit 0 symptoms and (possibly) subjected to exposure to huge viral loads in hospital for no reason. Absolute waste of resources and mismanagement",0
707,"Covid-19: 1,594 new cases reported, three fatalities bring death toll to 455Covid-19: 1,594 new cases reported, three fatalities bring death toll to 455
PUTRAJAYA: Malaysia recorded 1,594 new Covid-19 infections on Monday (Dec 28), says the Health Ministry.
thestar.com.my",0
708,#COVID19 #Selangor #KitaJagaKita https://facebook.com/236299813121124/posts/3552823438135395/?sfnsn=moâ€¦,3
709,"Covid-19: Two new cases detected in Sarawak, both imported
https://thestar.com.my/news/nation/2020/12/28/covid-19-two-new-cases-detected-in-sarawak-both-importedâ€¦Covid-19: Two new cases detected in Sarawak, both imported
SIBU: Two new Covid-19 cases were detected in Sarawak on Monday (Dec 28) and both are imported cases found in Kuching.
thestar.com.my",0
710,"SITUATION COVID-19 in Malaysia by @DGHisham 1,594 new cases 1,181 cases cured today 3 deaths recorded today 5 new clusters of COVID-19 detected today @KKMPutrajaya",0
711,"#INFO Latest Status Covid19, 28 Dec 2020 Cured cases=1,181 Total cured cases=85,592 cases New case positive=1,594 cases (1,591 local, 3 imports) Total positive=106,690 cases Death case=3 Total death cases=455 cases Cases treated in ICU=116 cases Respiratory Aids=53 cases",1
712,is how vaccines work in the human body. #BreakTheChain #COVID19 #KitaMestiMenang,3
713,"COVID-19: 1,181 cases cured today, 116 treated in ICU - KP Health",0
714,"#Livestream #COVID19Update #COVID19Malaysia #kkm #harianmetro ""[DIRECT] Press Conference of the Director General of Health on the latest development of Covid-19 in Malaysia"" on YouTube -[DIRECT] Press Conference of the Director General of Health on the development of the... [DIRECT] Press Conference of The Director General of Health, Tan Sri Dr Noor Hisham Abdullah on the latest development of Covid-19 in Malaysia#BHTV#NSTTV#METROTV-----... youtube.com",5
715,"1,594 new cases of Covid-19, 1,181 recovered, 3 more deaths reported https://malaysianow.com/berita/2020/12/28/1594-kes-baru-covid-19-1181-pulih-3-lagi-kematian-dilaporkan/â€¦ via @MNowNews1,594 new cases of Covid-19, 1,181 recovered, 3 more deaths reported active cases with infection amounted to 20,643. malaysianow.com",0
716,#PKPB ACROSS SABAH EXTENDED UNTIL 14 JANUARY 2021 #Sabah #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL,10
717,"Covid-19 situation as at 28 December 2020 in Malaysia New cases: 1,594 Active cases: 20,643 Cured: 85,592 (1,181 new) Overall cases: 106,690 Death: 455 (3 new cases of death) @KKMPutrajaya #PKPB #KitaTeguhKitaMenang #KomunikasiKita #PsaCOVID19RTM",4
718,"Status #COVID19, 28 Dec 2020 Cured cases=1,181 Total cured cases=85,592 cases New case positive=1,594 cases (1,591 local, 3 imports) Total positive=106,690 cases Death case=3 Total death cases=455 cases Cases treated in ICU=116 cases Respiratory Aids=53 cases",1
719,"JUST IN: Malaysia's #Covid_19 death toll is at 455 with 3 new deaths. 
* 1,181 discharged, total now is 85,592.
* 1,594 new cases, total now is 106,690.
* 20,643 active cases
* 116 in ICU, 53 on ventilators. 

#Kitajagakita",2
720,"Status #COVID19, 28 Dec 2020 Cured cases=1,181 Total cured cases=85,592 cases New case positive=1,594 cases (1,591 local, 3 imports) Total positive=106,690 cases Death case=3 Total death cases=455 cases Cases treated in ICU=116 cases Respiratory Aids=53 cases",1
721,"The MAEPS quarantine centre has increased bed capacity by over 3,000, to 6,132 beds. Deputy DG Dr Rohaizat Yon says this is to accommodate the increase in Covid-19 cases.

This follows reports that asymptomatic patients will have to self-isolate before being taken to hospital.Quote Tweet
BFM News
@NewsBFM
 Â· Dec 28, 2020
1. The Malay Mail reports that Health DG Dr Noor Hisham has advised those who have tested positive for Covid-19 but are asymptomatic, to isolate at home as they may not be taken to hospitals immediately, due to the number of cases and logistics issues in transporting patients.
Show this thread",0
722,"The weight of this 2020 trial With his covid 19, with his unwunded government, by missing the cause of his halal sustenance, by being forced to dispose of workers Yes God. Give us a solution on all of this. The caliph 2 in this world is not all useful. Forgive us.",0
723,"The weight of this 2020 trial With his covid 19, with his unwunded government, by missing the cause of his halal sustenance, by being forced to dispose of workers Yes God. Give us a solution on all of this. The caliph 2 in this world is not all useful. Forgive us.",0
724,Cub Prix Malaysia Petronas Championship Community is grateful that the race for the 2020 season can be completed despite the challenges of the COVID-19 pandemic.,0
725,"â€œThese are all warning signs that the epidemic curve has crossed the healthcare capacity lineâ€ - 
@DrDzul
Peninsula Msia has hospitalised all its #Covid19 cases (symptomatic / not). 

Until now.'Warning signs' in keeping asymptomatic Covid-19 cases at home - ex-minister
This is a warning sign epidemic curve has surpassed healthcare capacity line, says Dzulkefly Ahmad.
m.malaysiakini.com",1
726,"Cross-district and state remains allowed, but community responsibility is required to control the spread of COVID-19 - DS Ismail Sabri",0
727,"The shortage of beds and ambulance services have forced many Covid-19 patients in the state to stay home for days while completing their self-isolation according to doctorsâ€™ orders.

#thevibes #fromeveryside #Covid19 
@KKMPutrajaya
 

https://bit.ly/2JpjO0B",3
728,"#PKPB IN IPOH AND CHEMOR AREA, MUKIM HULU KINTA, PERAK WAS TERMINATED ON 28 DECEMBER 2020 #Ipoh #Chemor #Perak #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL",12
729,"Covid-19: Tourism association says cases detected in Bukit Bintang area not linked to malls
https://thestar.com.my/news/nation/2020/12/28/covid-19-tourism-association-says-cases-detected-in-bukit-bintang-area-not-linked-to-mallsâ€¦Covid-19: Tourism association says cases detected in Bukit Bintang area not linked to malls
PETALING JAYA: A tourism association representing a group of shopping malls in Kuala Lumpur says that Covid-19 cases detected in the last 14 days within the radius of Bikit Bintang are not directly...
thestar.com.my",0
730,Covid-19 vaccine prices cheaper than Belgium https://malaysianow.com/berita/2020/12/28/harga-vaksin-covid-19-malaysia-lebih-murah-daripada-belgium/â€¦ via @MNowNewsHarga Malaysian Covid-19 vaccine is cheaper than Belgium The vaccine price for a Malaysian is RM77.35 compared to Belgium RM82.40. malaysianow.com,0
731,of Covid-19 vaccine costs higher than Belgian Nafi vaccine cost Covid-19 higher than Belgium | The Malaysian Insight Deputy Finance Minister II Mohd Shahar Abdullah said the price for a Malaysian is RM77.35 and it is lower than that of the country. themalaysianinsight.com,0
732,passed the Free Zones (Amendment) Bill 2020 and the Temporary Measures For Government Financing (Coronavirus Disease 2019 (COVID-19) (Amendment) Bill 2020. Full news : https://bernama.com/bm/news.php?id=1916472â€¦,0
733,"Malaysian government, meanwhile, has paid 2.05 billion ringgit for the acquisition of 26.5 million COVID-19 vaccines to be given to 26.5 million people in the country.",0
734,"will provide two doses of vaccine to each of its citizens at an estimated price of RM82.40 (per person),"" he said at the winding up of the Government's Temporary Measures Bill for Government Financing (Coronavirus Disease 2019 (COVID-19)) (Amendment) 2020 in the Senate.",0
735,government today denied that the cost of the COVID-19 vaccine for a Malaysian is more expensive than those in Belgian.,0
736,"Sâ€™pore healthcare workers to get Covid-19 jabs in 2 daysSâ€™pore healthcare workers to get Covid-19 jabs in 2 days
This will be followed by the elderly as one of groups most at risk of contracting virus
thevibes.com",0
737,"Covid-19: Government denies vaccine more costly than in BelgiumCovid-19: Government denies vaccine more costly than in Belgium
KUALA LUMPUR: The government today has denied that the cost of Covid-19 vaccines for a Malaysian are more expensive than in Belgium. Commenting on the...
thesundaily.my",0
738,Government denied cost vaccine higher than Belgium https://bernama.com/bm/am/news.php?id=1916479#.X-meC8Vd4bs.twitterâ€¦ #COVID19 #VaksinCovid19,2
739,"public sector empowerment in The Covid-19 Challenge The public sector's empowerment in Covid-19 challenge MELAKA - The covid-19 pandemic challenge that plagued the world does not hinder the efforts to empower the public sector which is one of the government's main agendas to ensure an efficient service system,... sinarharian.com.my",0
740,"Covid-19: Back At Kampung For Christmas Break Cause Spike In Kelantanâ€™ CasesCovid-19: Back Village For Christmas Break Cause Spike In Kelantanâ€™s Cases | Trp The return of Kelantanese who live in red zone areas, especially in Selangor, is believed to be biggest contributor to this sudden spike in cases. therakyatpost.com",0
741,"Challenges to eliminate Covid-19 do not hamper efforts to empower the public sector (Updated)Challenges to eliminate Covid-19 do not hamper efforts to empower the public sector (Updated)
MELAKA: The challenges to eliminate the Covid-19 pandemic did not hamper efforts to empower the public sector which is one of the governmentâ€™s main ag...
thesundaily.my",0
742,government today denied that the cost of the COVID-19 vaccine for a Malaysian is more expensive than those in Belgium - Deputy Finance Minister II Mohd Shahar Abdullah,0
743,"RT BFMradio: RT 
@NewsBFM
: 1. Officials in Gibraltar are making daily patrols of its Barbary macaque population amid fears the monkeys could be vulnerable to Covid-19.

""You have a virus that lives in primates like us, then it's going to always be a risk â€¦",0
744,"3

#People either stand up for #Truth or hide behind #lies 

People cannot do both

Do the right thing
Restore #RuleOfLaw 

#GOPBetrayedAmericaAgain 

#RemoveTrumpNow 

#TrumpVirus #COVID19 #TrumpGenocide #StimulusBill #nashvillebombing #Resist #Resistance #freedom #factGIF",15
745,"Important government support during COVID-19MEF: Important government support during COVID-19 National News Organization of Malaysia, news,am, economy, politics, sports, plan, world, youth bernama.com",0
746,Selangor Journal | Covid-19: Exco urges action taken against dishonest individuals https://selangorjournal.my/2020/12/covid-19-exco-urges-action-taken-against-dishonest-individuals/?utm_source=dlvr.it&utm_medium=twitterâ€¦,0
747,"2

Eliminate #DoubleStandard 

Restore #RuleOfLaw 

#RemoveTrumpNow 

Bring #Trump & #GOPTraitors to justice

Rescue America

Your country needs you more than ever

#TrumpIsACriminal #COVID19 #StimulusBill #nashvillebombing #TraitorTrump #Resist #Resistance #HumanRights #TruthGIF",14
748,Covid-19 (GPPC-19) Signing Off #MasterofScience,1
749,we practice new norms to meet the challenges of COVID-19 that still have our communities. #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL,8
750,"OPINION: Javier Solana, former Foreign Minister of Spain and President of 
@ESADE
 explains that none of the #challenges facing us are #insurmountable. #COVID19 #ClimateChange #Sustainability #CooperationPutting The 21st Century Back On Track
We must not allow the unease that has spread through many countries to darken the milestones we have achieved collectively.
theaseanpost.com",6
