UserName,Handle,Timestamp,text,Type
OneNews,@onenewsofficial,2020-12-29T01:29:36.000Z,"Avoid COVID-19, Police will ensure that civilians comply with SOPs in public places #onenews #COVID19Elak COVID-19 outbreak, Police will keep civilians soP compliant in public places - OneNews Regular inspections and monitoring will be made to ensure sops in public places in conjunction with year-end holidays and festive seasons, observed by the public. That's obviously the Inspector-General of Police, Tan Sri... onenews.my","News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-29T01:27:32.000Z,"Selcare exists a screening #Covid19, faster results https://selangorkini.my/2020/12/selcare-wujud-makmal-saringan-covid-19-keputusan-lebih-pantas/?utm_source=dlvr.it&utm_medium=twitterâ€¦","News, Malaysia"
BERNAMA TV,@BernamaTV,2020-12-29T01:01:33.000Z,"COVID-19: 1,594 new cases, three deaths recordedCOVID-19: 1,594 new cases, three deaths were recorded #ICYMI #BuletinBernama total of 1,594 new daily cases of COVID-19 and three deaths were recorded in Malaysia on Monday with Selangor continuing to record... facebook.com",Deaths
BERNAMA TV,@BernamaTV,2020-12-29T01:00:42.000Z,"MoH Press Statement Situation During COVID-19 Infection in Malaysia | Dec 28, 2020 3/3","News, Malaysia"
Jannah Raffali,@jannahtesl,2020-12-29T00:59:41.000Z,morning chat with @azmanrocks school regrets in hospital closed because of Covid-19. Teachers are temporarily placed full-time in daily school. We will be given a letter of placement without an expiration date. So it may be closed until Covid-19 is not deserted.,"News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-29T00:30:43.000Z,#PKPB managed to contagion #COVID-19 - Tan Sri Dr Noor Hisham https://bernama.com/bm/news.php?id=1916624#.X-p4i4EuQt8.twitterâ€¦,"News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-29T00:26:02.000Z,Education [Infographic] The #COVID-19 (As at 28 Dec 2020),"News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-29T00:07:27.000Z,"#sportsbuzz Everton's Premier League match against Manchester City was postponed after an increase in cases of #COVID-19 in the travelling side's squadClub statement
Manchester City FC can confirm that this eveningâ€™s Premier League fixture at Everton has been postponed.
mancity.com","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-29T00:01:53.000Z,"#globalbuzz The death toll stands at 13,994, with 9,441 confirmed COVID-19 deaths and 4,553 deaths suspected of being the virus related, but not verified through testing.","News, Malaysia"
Dr. Uzir,@Dr_Uzir,2020-12-28T23:25:53.000Z,Latest STATISTICS OF COVID-19 until 28 December 2020. Together we stem the spread of COVID-19 by following the advice and directions of MKN and MOH. Take care of the alignment and reduce face-to-face interactions. #DOSM #Banci2020 #MenghitungMalaysia #MyCensus2020 #KPDOSM,"News, Malaysia"
Firdaus Azman,@FirdausAzman7,2020-12-28T23:25:41.000Z,"Get well soon Gabriel 
@biel_m04
. #COVID19 #StaySafe
#Arsenal #COYG #Gunners #WeAreTheArsenal","News, Malaysia"
MUHAMMAD Aiman,@MUHAMMA77838066,2020-12-28T23:12:20.000Z,Assalamualaikum and greetings of 2020 are disaprating for everything sure throughout 2020 many leaving a thousand memories of the road matching covid-19 face while currently working to disconnect the covid-19 network as we pray,"News, Malaysia"
BFM89.9,@BFMradio,2020-12-28T23:11:09.000Z,"The government is advising asymptomatic Covid-19 patients to self-isolate at home, rather than come to the hospital. 

What do you think is the biggest challenge to effective home quarantine measures? #BFMPoll #MorningRunCrowded home space
25.1%
Unclear guidelines
30.2%
Lack of enforcement
39.7%
Other (tell us)
5%
179 votes
Â·
Final results","News, Malaysia"
TRAXXfm,@traxxfmofficial,2020-12-28T23:10:59.000Z,"#Repost 
@onenewsonline
â€¢ â€¢ â€¢ â€¢ â€¢ â€¢
Status terkini #covid_19

#onenews #kitajagakita #kitajagakita https://instagram.com/p/CJXAC2XBOuI/?igshid=jk3fhjx260szâ€¦","News, Malaysia"
TheMalaysianInsight,@msianinsight,2020-12-28T23:03:04.000Z,The Covid-19 trend in Selangor is expected to continue until mid-2021Trend Covid-19 in Selangor expected to continue until mid-2021 | The Malaysian Insight The head of the Selangor Covid-19 Special Task Force said the current increase in cases was due to compulsory screening on foreign workers. themalaysianinsight.com,"News, Malaysia"
TheMalaysianInsight,@msianinsight,2020-12-28T23:03:02.000Z,"Selangorâ€™s Covid-19 trend likely to last until mid-2021Selangorâ€™s Covid-19 trend likely to last until mid-2021 | The Malaysian Insight
State task force chief says current increase in cases due to screening of foreign workers.
themalaysianinsight.com","News, Malaysia"
Smart Tunnel,@Smarttunnel,2020-12-28T23:00:00.000Z,United we firmly control the contagion of COVID19. We can afford to do it together. #SMARTTunnel #SMARTshares #1stdualpurposetunnelintheworld #BersamaCegahCovid,"News, Malaysia"
Mujib,@mujib1998,2020-12-28T22:42:27.000Z,"Replying to 
@JoeBidenFight the COVID19 is the first task.","News, Malaysia"
mlyh,@mlyh,2020-12-28T22:38:38.000Z,"28/12-after that goes Rest Ketapang buy bad wrap for kids. After going to Laman Mazmida discuss you want to make a wedding ceremony of Helmi pd 13/6/20 in the hope of covid-19 and the substitute of that time. The invitation of 500 org costs RM16,000.00 all in except goodies and cameraman to be self-imposed. OK lah in moderation only. 11am-4pm.","News, Malaysia"
Info Trafik Besraya,@BESRAYAtrafik,2020-12-28T18:01:05.000Z,0200h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,"News, Malaysia"
Megat,@MegatCooper,2020-12-28T17:07:52.000Z,"Lah selangor pkpb lagi ke ? Ingatkan dah lama tamat sbb semua steady je merayap sana-sini macam tak ada covid 19Quote Tweet
KKMalaysia
@KKMPutrajaya
 Â· Dec 28, 2020
PKPB seluruh Selangor dilanjutkan sehingga 14 Januari 2021.
Show this thread","News, Malaysia"
thatsmyfullname,@thatsmyfullname,2020-12-28T16:53:59.000Z,"#CMCO 2.0, day 75.

No person is an island.

#covid19 #reflection #landscape #nature #outdoor https://instagram.com/p/CJWU5gMpqzD/?igshid=18mf8tdkz58s8â€¦","News, Malaysia"
Manchester City,@mcscmalaysia,2020-12-28T16:53:38.000Z,"DEFERRED AS A RESULT OF COVID 19 Moga all simplified affairs #mancitymas #mancityOSC #MCSCMalaysia @ Kuala Lumpur, Malaysia https://instagram.com/p/CJWU3GGM9sV/?igshid=17r3n1hnlvrnuâ€¦","News, Malaysia"
joshuaong,@joshuaong,2020-12-28T16:49:22.000Z,"Sun, 27 Dec 2020 â€¢ 9:06 pm
Dessert after #Sunday dinner.
#COVID19 #COVIDãƒ¼19 
#RakyatJagaRakyat #CMCO211220to311220","News, Malaysia"
The Star,@staronline,2020-12-28T16:30:36.000Z,"Soccer-Everton's home game against Man City postponed due to COVID-19 cases
https://thestar.com.my/sport/football/2020/12/29/soccer-everton039s-home-game-against-man-city-postponed-due-to-covid-19-casesâ€¦Soccer-Everton's home game against Man City postponed due to COVID-19 cases
(Reuters) - Everton's Premier League soccer match at home to Manchester City on Monday has been called off due to fresh COVID-19 cases reported at City, the clubs announced.
thestar.com.my",Global
Naaaaaa,@ainanjwa__,2020-12-28T16:17:34.000Z,all city players to COVID-19 bhai,"News, Malaysia"
Tan Sri Dato Dr Hj Mujeebudeen,@TSDMujeebudeen,2020-12-28T16:16:04.000Z,"my fellow Bangsa Malaysia my humble request to you all FOLLOW S.O.P. Covid-19 NO NEW YEAR CELEBRATIONS PLEASE AVOID PUBLIC GATHERINGS & SHOPPING CENTERS **Many Say, It Can Get Worse We Take Care of Us #COVID19 #PRU15 #Malaysia #Malaysian #Malaysians #PakatanHarapan","News, Malaysia"
Delil Khairat,@dkhairat,2020-12-28T15:53:47.000Z,"Consumers increasingly buy insurance digitally without a broker, and as a result expect insurers to explain their products simply. Understanding and using customersâ€™ language now matters more than ever.  Read iptiQ's Dan Middleton blog.Lost in translation: An Australian life insurance story
To be able to serve our customers well, we need to understand how they think, what their preferences are, and how they behave. However, in the past, getting these sorts of insights has often been an...
swissre.smh.re","News, Malaysia"
SoyaCincau,@Soya_Cincau,2020-12-28T15:22:08.000Z,"Ismail Sabri said the CMCO extension was decided due to the high number of COVID-19 cases in the areas. Bulk of the new cases are from the Klang Valley.CMCO for Sabah, KL and Selangor extended until 14 January 2021
Ismail Sabri said the CMCO extension was decided due to the high number of COVID-19 cases in the areas. Bulk of the new cases are from the Klang Valley.
soyacincau.com","News, Malaysia"
Jabatan Netizen Malaysia,@jnmalaysia,2020-12-28T15:19:05.000Z,reason we CAN afford not a condition for cases continues to increase every day. The reason MAMPU is that we should continue to take care of each other and try to empty the number of COVID19KKM patients belonging to the ability of COVID-19 patients | Daily News PUTRAJAYA: The Ministry of Health (MOH) assures they have sufficient resources including the capacity to perform COVID-19 testing and beds in hospitals to house verified individuals. bharian.com.my,"News, Malaysia"
Ho Yee Tatt Adison,@Ho_Adison,2020-12-28T15:17:21.000Z,"total positive covid-19 case in the United States is now approaching 20 million cases with 140 thousand cases reported yesterday. With the contagion of a new variant, South Africa today became the newest country with a positive number of cases in over 1 million cases.",Global
Ho Yee Tatt Adison,@Ho_Adison,2020-12-28T15:17:20.000Z,"of 28 December 2020, the cumulative total of COVID-19 reached 81.19 million cases. This follows an increase of over 430 thousand cases since yesterday. The casualty figure as a result of COVID-19 increased to 1.77 million cases, an increase of over 7 thousand cases.","News, Malaysia"
BERNAMA,@bernamadotcom,2020-12-28T15:11:55.000Z,"Police tighten restrictions at Pondok Daril Naim after COVID-19 cases detected 

https://bernama.com/en/general/news.php?id=1916649#.X-n1qDlQLvU.twitterâ€¦ 
@PDRMsia","News, Malaysia"
BERNAMA,@bernamadotcom,2020-12-28T15:09:49.000Z,Thailand paints another death https://bernama.com/bm/dunia/news.php?id=1916646#.X-n1NK4Omdw.twitterâ€¦,Global
Ho Yee Tatt Adison,@Ho_Adison,2020-12-28T15:09:01.000Z,"Status #COVID19, 28 Dec 2020 Cured cases=1,181 Total cured cases=85,592 cases New case positive=1,594 cases (1,591 local, 3 imports) Total positive=106,690 cases Death case=3 Total death cases=455 cases Cases treated in ICU=116 cases Respiratory Aids=53 cases",Deaths
BERNAMA,@bernamadotcom,2020-12-28T14:13:07.000Z,Positive individuals asked to be patient while taken to hospital - KP Health https://bernama.com/bm/am/news.php?id=1916635#.X-nn213XbFA.twitterâ€¦ @DGHisham @KKMPutrajaya,"News, Malaysia"
BERNAMA,@bernamadotcom,2020-12-28T14:11:15.000Z,"COVID-19: Operation Jala to be launched in Sarawak, says Uggah 

https://bernama.com/en/general/news.php?id=1916638#.X-nnRNwvqU4.twitterâ€¦","News, Malaysia"
TheVibes.com,@thevibesnews,2020-12-28T14:06:02.000Z,"Sâ€™gor hospital bed occupancy for Covid-19 patients now at 81%: Noor HishamSâ€™gor hospital bed occupancy for Covid-19 patients now at 81%: Noor Hisham
There is still room to quarantine patients, says health director-general
thevibes.com","News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-28T14:03:32.000Z,Positive Individuals #Covid19 need to be temporarily patience to https://selangorkini.my/2020/12/individu-positif-covid-19-perlu-sabar-sementara-ke-hospital/?utm_source=dlvr.it&utm_medium=twitterâ hospital ¦,"News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-28T14:03:28.000Z,"implementation of the Conditional Movement Control Order (MCO) has succeeded in stemming the spread of COVID-19 in the country, said Health Director-General Tan Sri Dr Noor Hisham Abdullah.PKPB successfully curbed the spread of COVID-19 - Dr Noor Hisham PUTRAJAYA, Dec 28 -- The implementation of the Conditional Movement Control Order (MCO) has succeeded in stemming the spread of COVID-19 in the country, said The Director General of Kesih bernama.com","News, Malaysia"
Jabatan Penerangan WPKL,@JaPenWPKL,2020-12-28T14:02:08.000Z,Delivery Focus : COVID-19 Chain Breaking Campaign Implementation of Conditional Movement Control Order (MCO) #IOW #KomunikasiKita #PKPB #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL,"News, Malaysia"
BERNAMA,@bernamadotcom,2020-12-28T13:17:21.000Z,succeeds in covid-19 transmission - Dr Noor Hisham https://bernama.com/bm/news.php?id=1916624#.X-nazLrZPGM.twitterâ€¦ @DGHisham @KKMPutrajaya,"News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-28T13:17:06.000Z,of HEALTH: PKPB succeeds in contagion #Covid19 https://selangorkini.my/2020/12/kp-kesihatan-pkpb-berjaya-kekang-penularan-covid-19/?utm_source=dlvr.it&utm_medium=twitterâ€¦,"News, Malaysia"
ç„¡é™,@capikmugen,2020-12-28T13:15:09.000Z,to @aemieruls_RM100 We haven't won. Do not be complacent and together we control the contagion of the COVID-19 pandemic.,"News, Malaysia"
The Star,@staronline,2020-12-28T13:01:49.000Z,"Police to increase checks, monitoring of public areas as Covid-19 cases rise, says IGP
https://thestar.com.my/news/nation/2020/12/28/police-to-increase-checks-monitoring-of-public-areas-as-covid-19-cases-rise-says-igpâ€¦Police to increase checks, monitoring of public areas as Covid-19 cases rise, says IGP
KUALA LUMPUR (Bernama): The police will step up checks and closely monitor compliance with the standard operating procedures (SOPs) in public areas following a rise in COVID-19 cases, says Tan Sri...
thestar.com.my","News, Malaysia"
theSun,@theSundaily,2020-12-28T13:01:32.000Z,"Police to increase checks, monitoring of public areas as Covid-19 cases rise - IGPPolice to increase checks, monitoring of public areas as Covid-19 cases rise - IGP
KUALA LUMPUR: The Royal Malaysia Police (PDRM) will step up checks and closely monitor compliance of the standard operating procedures (SOPs) in publi...
thesundaily.my","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-28T13:01:21.000Z,"Beginning Jan 1 to 14, Indonesia re-blocked the influx of foreign nationals to the republic to stem the spread of COVID-19 - Foreign Minister Retno Marsud",Global
KK_10,@kk131066,2020-12-28T13:00:28.000Z,"#stupidity is primitive
It doesn't have a variety
It keeps repeating itself

Unity with #racists is a catastrophe in the making

Restore #RuleOfLaw

#RemoveTrumpNow

#Trump #TraitorsSupportTraitorTrump #TrumpIsACriminal #StimulusBill #nashvillebombing #TrumpVirus #COVID19 #ResistGIF",Global
Air Times News Network,@AirTimesNews,2020-12-28T12:28:49.000Z,"On the advice and risk assessment of MOH, MCO is extended due to the increase in positive COVID-19 Cases in 3 states. @IsmailSabri60 @KKMPutrajaya @MKNJPM #AirTimes #KKM #PKPB #SOP #COVID19PKPB in Selangor, KL and Sabah extended until January 14 KUALA LUMPUR, Dec 28, â€"" Conditional Movement Control Order (MCO) in Selangor, Kuala Lumpur and Sabah was extended to 14 January 2021. Senior Minister of Defence, Datuk Seri Ismail Sabri Yaakoâ€¦ airtimes.my",Cases
BERNAMA TV,@BernamaTV,2020-12-28T12:28:35.000Z,"COVID-19: 1,181 cases cured today (Dec 28), 116 treated in ICU - KP Health","News, Malaysia"
BERNAMA TV,@BernamaTV,2020-12-28T12:28:34.000Z,new COVID-19 clusters detected today (28 Dec) - KP Health,Cluster
BERNAMA TV,@BernamaTV,2020-12-28T12:28:33.000Z,"COVID-19: 1,594 new cases and three deaths recorded today (28 Dec) - KP Health","News, Malaysia"
SCM Wong,@scm_wong,2020-12-28T12:24:08.000Z,Replying to @dochelmy and and @KKMPutrajayaMaybe itâ€™s PRECISELY because of the inept handling of Covid19 and the massive labeling corruption that these things are being played up,"News, Malaysia"
OneNews,@onenewsofficial,2020-12-28T12:18:13.000Z,"An SOP on the management of international students who have been allowed to return to the campus of the country, should be provided. #onenews #PKPB #covid19SOP on international student management should be provided - OneNews An SOP on the management of international students who have been allowed to return to the campus of the country, should be provided. The move is to facilitate the administration of the university and to avoid... onenews.my","News, Malaysia"
MUHAMMAD Aiman,@MUHAMMA77838066,2020-12-28T12:16:50.000Z,Alhamdulillah thanks to God in 2020 approaching the cover of his curtain I am sure of 2020 leaving very beautiful memories hopefully the presence of 2021 and the new spirit and Azam together we work together to break the chain of covid-19 infection,"News, Malaysia"
theSun,@theSundaily,2020-12-28T12:15:32.000Z,"Covid-19: Five new clusters detected today - Health DGCovid-19: Five new clusters detected today - Health DG
PUTRAJAYA: The Health Ministry (MOH) identified five new Covid-19 clusters in Kuala Lumpur, Perak, Johor, Kelantan and Putrajaya today, and four of th...
thesundaily.my",Cluster
Jabatan Penerangan WPKL,@JaPenWPKL,2020-12-28T12:13:39.000Z,#COVID19Malaysia : 14-day movement of COVID-19 cases by parliament in Kuala Lumpur &amp; Putrajaya (15 December to 28 December 2020) #KualaLumpur #Putrajaya #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKLKKMalaysia and 2 others,"News, Malaysia"
The Star,@staronline,2020-12-28T11:51:55.000Z,"About 89% of Covid-19 patients in M'sia asymptomatic, show mild symptoms, hospital beds still available, says Dr Noor Hisham
https://thestar.com.my/news/nation/2020/12/28/about-89-of-covid-19-patients-in-m039sia-asymptomatic-show-mild-symptoms-hospital-beds-still-available-says-dr-noor-hishamâ€¦About 89% of Covid-19 patients in M'sia asymptomatic, show mild symptoms, hospital beds still...
PETALING JAYA: Around 89% of Covid-19 patients in Malaysia are asymptomatic or showing mild symptoms, says Tan Sri Dr Noor Hisham Abdullah.
thestar.com.my","News, Malaysia"
The Star,@staronline,2020-12-28T11:51:50.000Z,"Covid-19: All districts in S'gor now red zones, says Health Ministry
https://thestar.com.my/news/nation/2020/12/28/covid-19-all-districts-in-s039gor-now-red-zones-says-health-ministryâ€¦Covid-19: All districts in S'gor now red zones, says Health Ministry
PUTRAJAYA: All nine districts in Selangor have become Covid-19 red zones as of Monday (Dec 28).
thestar.com.my","News, Malaysia"
Dr Jason Leong,@DrJasonLeong,2020-12-28T11:51:08.000Z,"Replying to 
@tiotheo01I don't want others to get Covid19.","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-28T11:50:29.000Z,Infographic: Latest COVID-19 Situation (As at 28 Dec 2020),"News, Malaysia"
OneNews,@onenewsofficial,2020-12-28T11:50:22.000Z,"5 new clusters of Covid-19 have been identified today involving several areas in the Federal Territory of Kuala Lumpur and Putrajaya, Perak, Johor and Kelantan. @KKMPutrajaya https://facebook.com/onenewsonlineofficial/photos/a.292439440888752/2335021416630534/â€¦ #onenews #covid19 #KitaJagaKita",Cluster
Kool FM,@koolfmmy,2020-12-28T11:49:14.000Z,"Latest Status #COVID19, 28 Dec 2020 Cured cases=1,181 Total cured cases=85,592 cases New case positive=1,594 cases (1,591 local, 3 imports) Total positive=106,690 cases Death case=3 Total death cases=455 cases Resources: @KKMPutrajaya #KoolFM #kkm #kitamestimenang",Deaths
"Islam*Malaysia
*3cats
*AnwarIbrahimMYPM",@camancher2012,2020-12-28T11:47:22.000Z,"Replying to 
@DrDzulIt's more abt human resources. Our frontliners at KKM are now overwhelmed & some are inflected with Covid19. Today DG released the data on hospital capacities but what abt human resources ie. frontliners well being? 

Do they hv enough rest (per wk) & sleep (per day) since PKP?","News, Malaysia"
OneNews,@onenewsofficial,2020-12-28T11:47:12.000Z,"The garages made a live online report from Wuhan the issue of #covid19 nearly a year ago, a female journalist of local citizens in a 4-year prison. Zhang Zhan, 37, is accused of 'starting a fight and provoking provocations. ' #onenews #wuhan #covid19",Global
Fedrik Yong,@Fedrikyong,2020-12-28T11:33:44.000Z,"What if CMCO never stop in January 2021 ?
School still can go ? 

#selangor #kotakemuning #subang #cmco #COVID19","News, Malaysia"
BERNAMA,@bernamadotcom,2020-12-28T11:33:32.000Z,: Five new clusters detected today - KP Health https://bernama.com/bm/news.php?id=1916573#.X-nCXunoMbU.twitterâ€¦ @DGHisham @KKMPutrajaya,Cluster
OneNews,@onenewsofficial,2020-12-28T11:31:21.000Z,"who fail to bring their migrant workers undergo COVID-19 screening tests face off with one of two actions beginning next January 1. They can be compounded at RM1,000 or court.","News, Malaysia"
Noor Hisham Abdullah,@DGHisham,2020-12-28T11:30:10.000Z,case bed capacity in central Region Data as at 28 December 2020 @ 6.00 am (Cheras Rehabilitation Hospital will be used if necessary for citizen patients only),"News, Malaysia"
BFM News,@NewsBFM,2020-12-28T11:30:00.000Z,"Pharmaniaga is ready to distribute Covid-19 vaccines which are expected to be ready by the first quarter of 2021.

Group MD Zulkarnain Eusope says a team of 400 personnel skilled in logistics and distribution is set up in 5 godowns located in Selangor, Penang, Sabah and Sarawak.","News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-28T11:29:33.000Z,Selangor'#Covid19 daily case rises almost twice as much https://selangorkini.my/2020/12/kes-harian-covid-19-selangor-naik-hampir-dua-kali-ganda/?utm_source=dlvr.it&utm_medium=twitterâ€¦,"News, Malaysia"
Mikaimran@Ø§ØªÙ…Ø±Ø§Ù†,Mikaimran@Ø§ØªÙ…Ø±Ø§Ù†,2020-12-28T10:58:41.000Z,Selangor'#Covid19 daily case rises almost twice as much https://selangorkini.my/2020/12/kes-harian-covid-19-selangor-naik-hampir-dua-kali-ganda/?utm_source=dlvr.it&utm_medium=twitterâ€¦,"News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-28T10:56:33.000Z,"reports 1,594 new cases, five more clusters https://selangorkini.my/2020/12/covid-19-lapor-1594-kes-baharu-lima-lagi-kluster/?utm_source=dlvr.it&utm_medium=twitterâ€¦",Cluster
SoyaCincau,@Soya_Cincau,2020-12-28T10:54:25.000Z,"Malaysia has 20,643 active COVID-19 cases that are receiving treatment. There are 5 new clusters identified today.COVID-19: 1,594 new cases today, 900 reported in the Klang Valley
Malaysia has 20,643 active COVID-19 cases that are receiving treatment. There are 5 new clusters identified today.
soyacincau.com","News, Malaysia"
TheMalaysianInsight,@msianinsight,2020-12-28T10:51:33.000Z,"Case November 28, 2020 | 1,594 new cases, 3 deaths https://youtube.com/watch?v=U99QK2-FRGw&utm_source=dlvr.it&utm_medium=twitter&utm_campaign=msianinsightâ €¦",Deaths
chuan,@yowchuan,2020-12-28T10:49:30.000Z,"I know of a 80+ years old lady with a fractured leg last week that had her operation postponed at GH because of COVID-19.

What happened to the people who keep screaming every single lives matters?Quote Tweet
keirawally
@keirawally
 Â· Dec 28, 2020
Replying to @_Kheri_ and @DGHisham
I know first hand of people who were hauled away in ambulance and taken to the Sg Buloh Hospital when they exhibit 0 symptoms and (possibly) subjected to exposure to huge viral loads in hospital for no reason. Absolute waste of resources and mismanagement","News, Malaysia"
StarBiz,@starbizmy,2020-12-28T10:47:38.000Z,"Covid-19: 1,594 new cases reported, three fatalities bring death toll to 455Covid-19: 1,594 new cases reported, three fatalities bring death toll to 455
PUTRAJAYA: Malaysia recorded 1,594 new Covid-19 infections on Monday (Dec 28), says the Health Ministry.
thestar.com.my","News, Malaysia"
AKMAL ARIF,@akmalarif90,2020-12-28T10:47:18.000Z,#COVID19 #Selangor #KitaJagaKita https://facebook.com/236299813121124/posts/3552823438135395/?sfnsn=moâ€¦,"News, Malaysia"
The Star,@staronline,2020-12-28T10:41:58.000Z,"Covid-19: Two new cases detected in Sarawak, both imported
https://thestar.com.my/news/nation/2020/12/28/covid-19-two-new-cases-detected-in-sarawak-both-importedâ€¦Covid-19: Two new cases detected in Sarawak, both imported
SIBU: Two new Covid-19 cases were detected in Sarawak on Monday (Dec 28) and both are imported cases found in Kuching.
thestar.com.my","News, Malaysia"
BERNAMA,@bernamadotcom,2020-12-28T10:33:41.000Z,"SITUATION COVID-19 in Malaysia by @DGHisham 1,594 new cases 1,181 cases cured today 3 deaths recorded today 5 new clusters of COVID-19 detected today @KKMPutrajaya",Deaths
Media Selangor,@Media_Selangor,2020-12-28T10:32:08.000Z,"#INFO Latest Status Covid19, 28 Dec 2020 Cured cases=1,181 Total cured cases=85,592 cases New case positive=1,594 cases (1,591 local, 3 imports) Total positive=106,690 cases Death case=3 Total death cases=455 cases Cases treated in ICU=116 cases Respiratory Aids=53 cases",Deaths
Saluran TV1,@tv1_rtm,2020-12-28T10:30:00.000Z,is how vaccines work in the human body. #BreakTheChain #COVID19 #KitaMestiMenang,Vaccine
BERNAMA Radio,@bernamaradio,2020-12-28T10:28:49.000Z,"COVID-19: 1,181 Cases cured today, 116 treated in ICU - KP Health",Cases
AKMAL ARIF,@akmalarif90,2020-12-28T10:28:46.000Z,"#Livestream #COVID19Update #COVID19Malaysia #kkm #harianmetro ""[DIRECT] Press Conference of the Director General of Health on the latest development of Covid-19 in Malaysia"" on YouTube -[DIRECT] Press Conference of the Director General of Health on the development of the... [DIRECT] Press Conference of The Director General of Health, Tan Sri Dr Noor Hisham Abdullah on the latest development of Covid-19 in Malaysia#BHTV#NSTTV#METROTV-----... youtube.com",Cases
Amin Iskandar,@aminiskandar,2020-12-28T10:26:00.000Z,"1,594 new cases of Covid-19, 1,181 recovered, 3 more deaths reported https://malaysianow.com/berita/2020/12/28/1594-kes-baru-covid-19-1181-pulih-3-lagi-kematian-dilaporkan/â€¦ via @MNowNews1,594 new cases of Covid-19, 1,181 recovered, 3 more deaths reported active cases with infection amounted to 20,643. malaysianow.com",Deaths
Jabatan Penerangan WPKL,@JaPenWPKL,2020-12-28T10:25:53.000Z,#PKPB ACROSS SABAH EXTENDED UNTIL 14 JANUARY 2021 #Sabah #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL,"News, Malaysia"
RTM Malaysia,@RTM_Malaysia,2020-12-28T10:20:23.000Z,"Covid-19 situation as at 28 December 2020 in Malaysia New cases: 1,594 Active cases: 20,643 Cured: 85,592 (1,181 new) Overall cases: 106,690 Death: 455 (3 new cases of death) @KKMPutrajaya #PKPB #KitaTeguhKitaMenang #KomunikasiKita #PsaCOVID19RTM","News, Malaysia"
Saluran TV1,@tv1_rtm,2020-12-28T10:19:01.000Z,"Status #COVID19, 28 Dec 2020 Cured cases=1,181 Total cured cases=85,592 cases New case positive=1,594 cases (1,591 local, 3 imports) Total positive=106,690 cases Death case=3 Total death cases=455 cases Cases treated in ICU=116 cases Respiratory Aids=53 cases",Deaths
TheMalaysianInsight,@msianinsight,2020-12-28T10:19:00.000Z,"JUST IN: Malaysia's #Covid_19 death toll is at 455 with 3 new deaths. 
* 1,181 discharged, total now is 85,592.
* 1,594 new cases, total now is 106,690.
* 20,643 active cases
* 116 in ICU, 53 on ventilators. 

#Kitajagakita",Deaths
KKMalaysia,@KKMPutrajaya,2020-12-28T10:15:02.000Z,"Status #COVID19, 28 Dec 2020 Cured cases=1,181 Total cured cases=85,592 cases New case positive=1,594 cases (1,591 local, 3 imports) Total positive=106,690 cases Death case=3 Total death cases=455 cases Cases treated in ICU=116 cases Respiratory Aids=53 cases",Deaths
BFM News,@NewsBFM,2020-12-28T10:10:00.000Z,"The MAEPS quarantine centre has increased bed capacity by over 3,000, to 6,132 beds. Deputy DG Dr Rohaizat Yon says this is to accommodate the increase in Covid-19 cases.

This follows reports that asymptomatic patients will have to self-isolate before being taken to hospital.Quote Tweet
BFM News
@NewsBFM
 Â· Dec 28, 2020
1. The Malay Mail reports that Health DG Dr Noor Hisham has advised those who have tested positive for Covid-19 but are asymptomatic, to isolate at home as they may not be taken to hospitals immediately, due to the number of cases and logistics issues in transporting patients.
Show this thread","News, Malaysia"
Anas Banas,@ans47,2020-12-28T10:07:40.000Z,"The weight of this 2020 trial With his covid 19, with his unwunded government, by missing the cause of his halal sustenance, by being forced to dispose of workers Yes God. Give us a solution on all of this. The caliph 2 in this world is not all useful. Forgive us.","News, Malaysia"
Jabatan Penerangan WPKL,@JaPenWPKL,2020-12-28T10:01:09.000Z,"The weight of this 2020 trial With his covid 19, with his unwunded government, by missing the cause of his halal sustenance, by being forced to dispose of workers Yes God. Give us a solution on all of this. The caliph 2 in this world is not all useful. Forgive us.","News, Malaysia"
